-115.375,46.073,25MI/25 Mile  TYPE:NF PH:/208.983.1950   SITES:14 EL:1716 AMEN:NR  LON/LAT:-115.375/46.073,25MI,25 Mile,NF,/208.983.1950, , ,14,1716,NR 
-115.217,43.609,ABBO/Abbot  TYPE:NF PH:208.727.5020/208.737.3200   SITES:8 EL:4701 AMEN:NH ND NS NR  LON/LAT:-115.217/43.609,ABBO,Abbot,NF,208.727.5020/208.737.3200, , ,8,4701,NH ND NS NR 
-109.941,46.958,ACKL/Ackley Lake State Park  TYPE:SP PH:406.454.5858   SITES:25 EL:4304 AMEN:NH ND 24ft VT NW NS NR  LON/LAT:-109.941/46.958,ACKL,Ackley Lake State Park,SP,406.454.5858, , ,25,4304,NH ND 24ft VT NW NS NR 
-107.928,45.31,AFTE/Afterbay - Bighorn Canyon National Rec Area  TYPE:NP PH:406.666.2412   SITES:30 EL:3169 AMEN:NH DP NS NR  LON/LAT:-107.928/45.31,AFTE,Afterbay - Bighorn Canyon National Rec Area,NP,406.666.2412, , ,30,3169,NH DP NS NR 
-116.999,48.176,ALBE/Albeni Cove - Oldtown  TYPE:COE PH:208.437.3133 OPEN:mid may-late aug   EL:2087 AMEN:NH ND DW SH RS PA  LON/LAT:-116.999/48.176,ALBE,Albeni Cove - Oldtown,COE,208.437.3133,mid may-late aug, , ,2087,NH ND DW SH RS PA 
-111.695,42.138,ALBM/Albert Moser  TYPE:NF PH:208.847.0375/208.557.5760 OPEN:early jun-late oct  SITES:9 EL:5233 AMEN:NH ND VT DW NS RS PA L$  LON/LAT:-111.695/42.138,ALBM,Albert Moser,NF,208.847.0375/208.557.5760,early jun-late oct, ,9,5233,NH ND VT DW NS RS PA L$ 
-110.96,42.49,ALLR/Allred Flat  TYPE:NF PH:307.885.3166/307.739.5500   SITES:32 EL:6791 AMEN:NH ND 40ft VT DW SH NR L$  LON/LAT:-110.96/42.49,ALLR,Allred Flat,NF,307.885.3166/307.739.5500, , ,32,6791,NH ND 40ft VT DW SH NR L$ 
-111.042,43.197,ALPI/Alpine  TYPE:NF PH:208.523.1412/208.557.5760   SITES:16 EL:5696 AMEN:NH ND 45ft VT DW NS NR  LON/LAT:-111.042/43.197,ALPI,Alpine,NF,208.523.1412/208.557.5760, , ,16,5696,NH ND 45ft VT DW NS NR 
-114.301,45.624,ALTA/Alta  TYPE:NF PH:406.821.3269/406.363.7121 OPEN:mid may-mid nov  SITES:18 EL:4980 AMEN:NH ND NS RS PA  LON/LAT:-114.301/45.624,ALTA,Alta,NF,406.821.3269/406.363.7121,mid may-mid nov, ,18,4980,NH ND NS RS PA 
-114.878,43.907,ALTU/Alturas Inlet  TYPE:NF PH:208.727.5000/208.737.3200 OPEN:early jun-late aug  SITES:29 EL:7021 AMEN:NH ND 32ft NS RS  LON/LAT:-114.878/43.907,ALTU,Alturas Inlet,NF,208.727.5000/208.737.3200,early jun-late aug, ,29,7021,NH ND 32ft NS RS 
-116.132,44.702,AMAN/Amanita  TYPE:NF PH:208.382.7400/208.373.4100 OPEN:mid may-mid sep  SITES:10 EL:4856 AMEN:NH ND 40ft VT NW NS RS  LON/LAT:-116.132/44.702,AMAN,Amanita,NF,208.382.7400/208.373.4100,mid may-mid sep, ,10,4856,NH ND 40ft VT NW NS RS 
-113.453,45.618,AMEW/American Legion Park - Wisdom  TYPE:CP   COMM:unknown facilities - primitive   AMEN:NH ND DW NS  LON/LAT:-113.453/45.618,AMEW,American Legion Park - Wisdom,CP, , ,unknown facilities - primitive, , ,NH ND DW NS 
-111.856,48.503,ANDY/Andy Anderson Park  TYPE:UTIL     EL:3308 LON/LAT:-111.856/48.503,ANDY,Andy Anderson Park,UTIL, , , , ,3308,
-110.202,43.825,ANGL/Angles  TYPE:NF    SITES:4 EL:7300 AMEN:NH ND PT DW NS NR L$  LON/LAT:-110.202/43.825,ANGL,Angles,NF, , , ,4,7300,NH ND PT DW NS NR L$ 
-116.186,44.335,ANTA/Antelope Annex  TYPE:NF PH:208.365.7000/208.373.4100 OPEN:early jun-late aug  SITES:8 EL:5026 AMEN:NH ND 30ft VT DW NS RS PA  LON/LAT:-116.186/44.335,ANTA,Antelope Annex,NF,208.365.7000/208.373.4100,early jun-late aug, ,8,5026,NH ND 30ft VT DW NS RS PA 
-115.536,46.215,APGA/Apgar  TYPE:NF PH:208.926.6400/208.476.8273   SITES:7 EL:1601 AMEN:NH ND NS NR  LON/LAT:-115.536/46.215,APGA,Apgar,NF,208.926.6400/208.476.8273, , ,7,1601,NH ND NS NR 
-113.977,48.528,APGA/Apgar - Glacier National Park  TYPE:NP PH:406.888.7800   SITES:200 EL:3202 AMEN:NH DP 40ft NS NR  LON/LAT:-113.977/48.528,APGA,Apgar - Glacier National Park,NP,406.888.7800, , ,200,3202,NH DP 40ft NS NR 
-115.615,46.841,AQUA/Aquarius  TYPE:NF PH:208.476.8223/208.476.8273   SITES:9 EL:1870 AMEN:NR  LON/LAT:-115.615/46.841,AQUA,Aquarius,NF,208.476.8223/208.476.8273, , ,9,1870,NR 
-114.617,48.214,ASHL/Ashley Lake North  TYPE:NF PH:406.863.5400/406.758.5200   SITES:6 EL:4833 AMEN:NH ND 12ft VT NW NS NR  LON/LAT:-114.617/48.214,ASHL,Ashley Lake North,NF,406.863.5400/406.758.5200, , ,6,4833,NH ND 12ft VT NW NS NR 
