-122.51,42.882,ABBO/Abbott Creek  TYPE:NF PH:541.865.2700/541.618.2200 OPEN:mid may-mid oct  SITES:25 EL:2917 AMEN:NH ND 20ft VT DW NS NR L$  LON/LAT:-122.51/42.882,ABBO,Abbott Creek,NF,541.865.2700/541.618.2200,mid may-mid oct, ,25,2917,NH ND 20ft VT DW NS NR L$ 
-121.645,46.339,ADAM/Adams Fork  TYPE:NF PH:360.497.1105/360.891.5001 OPEN:early jun-late sep  SITES:31 EL:2628 AMEN:NH ND NS RS  LON/LAT:-121.645/46.339,ADAM,Adams Fork,NF,360.497.1105/360.891.5001,early jun-late sep, ,31,2628,NH ND NS RS 
-119.505,48.678,AENE/Aeneas Lake - WDFW  TYPE:SFW  OPEN:early may-late oct COMM:Fish/Wildlife sites may have few facilitiies   AMEN:NH ND VT NS NR N$  LON/LAT:-119.505/48.678,AENE,Aeneas Lake - WDFW,SFW, ,early may-late oct,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ 
-121.013,46.52,AHTA/Ahtanum Camp - State Forest  TYPE:SF PH:509.925.8510 OPEN:see agency web site for open/closed status  SITES:6 EL:3111 AMEN:NH ND VT DW NS NR PA  LON/LAT:-121.013/46.52,AHTA,Ahtanum Camp - State Forest,SF,509.925.8510,see agency web site for open/closed status, ,6,3111,NH ND VT DW NS NR PA 
-122.053,45.596,AINS/Ainsworth State Park  TYPE:SP PH:503.695.2301    EL:236 AMEN:E DP 45ft DW SH NR L$  LON/LAT:-122.053/45.596,AINS,Ainsworth State Park,SP,503.695.2301, , , ,236,E DP 45ft DW SH NR L$ 
-124.102,44.069,ALDD/Alder Dune  TYPE:NF PH:541.563.3211/541.750.7000 OPEN:all year  SITES:43 EL:299 AMEN:NH ND 30ft NS RS PA  LON/LAT:-124.102/44.069,ALDD,Alder Dune,NF,541.563.3211/541.750.7000,all year, ,43,299,NH ND 30ft NS RS PA 
-122.061,45.084,ALDE/Alder Flat  TYPE:NF PH:503.630.6861/503.668.1700  COMM:walk to sites only SITES:6 EL:1552 AMEN:NH ND NS NR N$  LON/LAT:-122.061/45.084,ALDE,Alder Flat,NF,503.630.6861/503.668.1700, ,walk to sites only,6,1552,NH ND NS NR N$ 
-123.579,45.266,ALDG/Alder Glen  TYPE:BLM PH:541.574.3100    EL:443 AMEN:NH NR  LON/LAT:-123.579/45.266,ALDG,Alder Glen,BLM,541.574.3100, , , ,443,NH NR 
-122.293,46.799,ALDE/Alder Lake - Tacoma Power  TYPE:SP PH:360.569.2778 OPEN:all year COMM:4 campgrounds SITES:173 EL:1227 AMEN:WES RS  LON/LAT:-122.293/46.799,ALDE,Alder Lake - Tacoma Power,SP,360.569.2778,all year,4 campgrounds,173,1227,WES RS 
-121.91,44.178,ALDS/Alder Springs  TYPE:NF PH:541.822.3381/541.225.6300   SITES:6 EL:3737 AMEN:NH ND NS NR  LON/LAT:-121.91/44.178,ALDS,Alder Springs,NF,541.822.3381/541.225.6300, , ,6,3737,NH ND NS NR 
-117.566,46.259,ALDT/Alder Thicket  TYPE:NF PH:509.843.1891/541.278.3716   SITES:10 EL:5157 AMEN:NR  LON/LAT:-117.566/46.259,ALDT,Alder Thicket,NF,509.843.1891/541.278.3716, , ,10,5157,NR 
-124.189,42.113,ALFR/Alfred A Loeb State Park  TYPE:SP PH:541.469.2021 OPEN:all year   EL:4869 AMEN:NH DW SH RS L$  LON/LAT:-124.189/42.113,ALFR,Alfred A Loeb State Park,SP,541.469.2021,all year, , ,4869,NH DW SH RS L$ 
-119.495,47.522,ALKA/Alkali Lake - WDFW  TYPE:SFW  OPEN:all year COMM:Fish/Wildlife sites may have few facilitiies   AMEN:NH ND VT NS NR N$  LON/LAT:-119.495/47.522,ALKA,Alkali Lake - WDFW,SFW, ,all year,Fish/Wildlife sites may have few facilitiies, , ,NH ND VT NS NR N$ 
-121.628,44.528,ALLE/Allen Springs  TYPE:NF PH:541.549.7700/541.383.5300   SITES:17 EL:2812 AMEN:NH ND NS NR  LON/LAT:-121.628/44.528,ALLE,Allen Springs,NF,541.549.7700/541.383.5300, , ,17,2812,NH ND NS NR 
-121.637,44.472,ALLI/Allingham  TYPE:NF PH:541.549.7700/541.383.5300   SITES:10 EL:2963 AMEN:NH ND NS NR  LON/LAT:-121.637/44.472,ALLI,Allingham,NF,541.549.7700/541.383.5300, , ,10,2963,NH ND NS NR 
-146.343,61.086,ALLI/Allison Point  TYPE:CP PH:907.835.2282 OPEN:mid may-mid sep  SITES:61  AMEN:45ft  LON/LAT:-146.343/61.086,ALLI,Allison Point,CP,907.835.2282,mid may-mid sep, ,61, ,45ft 
-123.582,42.605,ALAM/Almeda County Park  TYPE:CP PH:541.474.5285  COMM:tent sites SITES:34  AMEN:NH DP  LON/LAT:-123.582/42.605,ALAM,Almeda County Park,CP,541.474.5285, ,tent sites,34, ,NH DP 
