-124.23,40.269,AWWA/A.W. Way Co Park  TYPE:CP PH:707.445.7651  COMM:Nice out of the way park - Halfway along beautiful drive called Patrolia Loop SITES:30  AMEN:NH ND FT DW SH NR  LON/LAT:-124.23/40.269,AWWA,A.W. Way Co Park,CP,707.445.7651, ,Nice out of the way park - Halfway along beautiful drive called Patrolia Loop,30, ,NH ND FT DW SH NR 
-124.293,40.311,AWWA/A.W. Way County Park  TYPE:CP      AMEN:NH  LON/LAT:-124.293/40.311,AWWA,A.W. Way County Park,CP, , , , , ,NH 
-122.771,40.786,ACKE/Ackerman  TYPE:NF PH:530.275.1587/530.226.2500   SITES:66 EL:1923 AMEN:NH DP 40ft FT DW NS NR  LON/LAT:-122.771/40.786,ACKE,Ackerman,NF,530.275.1587/530.226.2500, , ,66,1923,NH DP 40ft FT DW NS NR 
-120.798,38.177,ACOR/Acorn - New Hogan Lake  TYPE:COE PH:209.772.1343 OPEN:all year    AMEN:NH DP FT DW SH RS PA  LON/LAT:-120.798/38.177,ACOR,Acorn - New Hogan Lake,COE,209.772.1343,all year, , , ,NH DP FT DW SH RS PA 
-117.408,34.576,ADEL/Adelanto City Park  TYPE:CP    SITES:21  AMEN:NH ND NS N$  LON/LAT:-117.408/34.576,ADEL,Adelanto City Park,CP, , , ,21, ,NH ND NS N$ 
-117.103,32.792,ADMI/Admiral Baker Military - San Diego NS  TYPE:MIL PH:619.487.0090  COMM:military only - do not use our lat/lon - contact them for directions and info   AMEN:E DP FT DW SH RS  LON/LAT:-117.103/32.792,ADMI,Admiral Baker Military - San Diego NS,MIL,619.487.0090, ,military only - do not use our lat/lon - contact them for directions and info, , ,E DP FT DW SH RS 
-119.112,37.804,AERI/Aerie Crag RV Camp  TYPE:NF PH:760.647.3045/760.873.2400  COMM:no tents SITES:15 EL:7207 AMEN:NH ND FT NS NR  LON/LAT:-119.112/37.804,AERI,Aerie Crag RV Camp,NF,760.647.3045/760.873.2400, ,no tents,15,7207,NH ND FT NS NR 
-116.384,35.038,AFTO/Afton Canyon  TYPE:BLM PH:760.252.6000 OPEN:all year  SITES:22 EL:1421 AMEN:NH VT NW NR L$  LON/LAT:-116.384/35.038,AFTO,Afton Canyon,BLM,760.252.6000,all year, ,22,1421,NH VT NW NR L$ 
-119.09,37.682,AGNE/Agnew Meadows  TYPE:NF PH:760.924.5500/760.873.2400   SITES:21 EL:4902 AMEN:NH ND 30ft VT DW NS NR  LON/LAT:-119.09/37.682,AGNE,Agnew Meadows,NF,760.924.5500/760.873.2400, , ,21,4902,NH ND 30ft VT DW NS NR 
-116.302,32.95,AGUA/Agua Caliente  TYPE:CP PH:760.765.1188  COMM:hot springs - res: 877.565.3600 SITES:141 EL:1378 AMEN:WE DP 40ft DW SH RS  LON/LAT:-116.302/32.95,AGUA,Agua Caliente,CP,760.765.1188, ,hot springs - res: 877.565.3600,141,1378,WE DP 40ft DW SH RS 
-122.097,41.11,AHDI/Ah - Di - Na  TYPE:NF PH:530.926.4511/530.226.2500  COMM:No RVs SITES:17 EL:2178 AMEN:NH ND FT DW NS NR  LON/LAT:-122.097/41.11,AHDI,Ah - Di - Na,NF,530.926.4511/530.226.2500, ,No RVs,17,2178,NH ND FT DW NS NR 
-120.406,39.146,AHAR/Ahart  TYPE:NF PH:530.367.2224/530.265.4531   SITES:12 EL:5367 AMEN:NH ND 25ft VT NW NS NR  LON/LAT:-120.406/39.146,AHAR,Ahart,NF,530.367.2224/530.265.4531, , ,12,5367,NH ND 25ft VT NW NS NR 
-123.647,40.226,AIKE/Aikens Creek  TYPE:NF PH:530.627.3291/707.442.1721   SITES:15 EL:308 AMEN:NH DP VT DW NS NR  LON/LAT:-123.647/40.226,AIKE,Aikens Creek,NF,530.627.3291/707.442.1721, , ,15,308,NH DP VT DW NS NR 
-121.889,37.659,ALAM/Alameda County Fairgrounds RV  TYPE:CP      AMEN:E  LON/LAT:-121.889/37.659,ALAM,Alameda County Fairgrounds RV,CP, , , , , ,E 
