-100.904,29.516,277N/277 North - Amistad National Rec Area  TYPE:NP PH:830.775.7491   SITES:17 EL:1129 AMEN:NH NW NR  LON/LAT:-100.904/29.516,277N,277 North - Amistad National Rec Area,NP,830.775.7491, , ,17,1129,NH NW NR 
-82.897,33.558,AHST/A.H. Stephens State Park  TYPE:SP PH:706.456.2602     AMEN:E DP 60ft SH RS  LON/LAT:-82.897/33.558,AHST,A.H. Stephens State Park,SP,706.456.2602, , , , ,E DP 60ft SH RS 
-92.163,29.978,ABBE/Abbeville RV Park  TYPE:CP PH:337.898.4042   SITES:55  AMEN:WES DP  LON/LAT:-92.163/29.978,ABBE,Abbeville RV Park,CP,337.898.4042, , ,55, ,WES DP 
-99.879,32.241,ABIL/Abilene State Park  TYPE:SP PH:325.572.3204 OPEN:all year  SITES:84 EL:1970 AMEN:E DP DW SH RS L$  LON/LAT:-99.879/32.241,ABIL,Abilene State Park,SP,325.572.3204,all year, ,84,1970,E DP DW SH RS L$ 
-83.934,35.611,ABRA/Abrams Creek - Great Smoky Mountains  TYPE:NP PH:423.436.1200 OPEN:mid mar-mid oct  SITES:16 EL:1111 AMEN:NH ND 12ft NS NR  LON/LAT:-83.934/35.611,ABRA,Abrams Creek - Great Smoky Mountains,NP,423.436.1200,mid mar-mid oct, ,16,1111,NH ND 12ft NS NR 
-91.988,30.254,ACAD/Acadiana Park  TYPE:CP PH:337.291.8388   SITES:75  AMEN:WE DP DW SH  LON/LAT:-91.988/30.254,ACAD,Acadiana Park,CP,337.291.8388, , ,75, ,WE DP DW SH 
-94.626,35.832,ADAI/Adair State Park  TYPE:SP PH:918.696.6613 OPEN:all year    AMEN:E  LON/LAT:-94.626/35.832,ADAI,Adair State Park,SP,918.696.6613,all year, , , ,E 
-97.388,26.28,ADOL/Adolph Thomae Jr. County Park  TYPE:CP PH:956.748.2044   SITES:35  AMEN:WES DP DW SH RS  LON/LAT:-97.388/26.28,ADOL,Adolph Thomae Jr. County Park,CP,956.748.2044, , ,35, ,WES DP DW SH RS 
-95.487,35.946,AFTO/Afton Landing - Chouteau Lake  TYPE:COE PH:918.489.5541     AMEN:E DP DW SH NR  LON/LAT:-95.487/35.946,AFTO,Afton Landing - Chouteau Lake,COE,918.489.5541, , , , ,E DP DW SH NR 
-89.801,35.127,AGRI/Agricenter RV Park  TYPE:CP PH:901.355.1977     AMEN:E DP DW SH  LON/LAT:-89.801/35.127,AGRI,Agricenter RV Park,CP,901.355.1977, , , , ,E DP DW SH 
-81.489,33.55,AIKE/Aiken State Park  TYPE:SP PH:803.649.2857 OPEN:all year  SITES:25  AMEN:E DP 45ft SH RS PA  LON/LAT:-81.489/33.55,AIKE,Aiken State Park,SP,803.649.2857,all year, ,25, ,E DP 45ft SH RS PA 
-89.06,30.69,AIRE/Airey Lake  TYPE:NF      AMEN:NH DW NR N$  LON/LAT:-89.06/30.69,AIRE,Airey Lake,NF, , , , , ,NH DW NR N$ 
-97.237,31.61,AIRP/Airport - Lake Waco  TYPE:COE PH:254.756.5359 OPEN:all year  SITES:80  AMEN:WES DP DW SH RS L$  LON/LAT:-97.237/31.61,AIRP,Airport - Lake Waco,COE,254.756.5359,all year, ,80, ,WES DP DW SH RS L$ 
